Date,Label,Speaker,Political Party,Subject,Photo
2017-03-13,Mostly True,Donald Trump,Republican,Homeland Security;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-03-13,Mostly True,Donald Trump,Republican,Homeland Security;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-03-04,Pants on Fire,Mike Kelly,Republican,Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Screen_Shot_2017-03-14_at_1.57.59_PM.png
2017-03-04,Pants on Fire,Mike Kelly,Republican,Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Screen_Shot_2017-03-14_at_1.57.59_PM.png
2017-02-24,Half True,Wayne LaPierre,None,Crime;Drugs;Guns;Homeland Security,https://s3.amazonaws.com/static.politifact.com/mugs/LaPierre.JPG
2017-03-13,True,Donald Trump,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-03-07,Mostly False,Keith Ellison,Democrat,Foreign Policy;Hunger;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/abc_keith_ellison_this_week_jt_130210_wblog.jpg
2017-02-28,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-03-04,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-03-08,Mostly False,Tammy Baldwin,Democrat,Corporations;Health Care;Income;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT_Tammy_Baldwin.jpg
2017-03-08,Mostly False,Tammy Baldwin,Democrat,Corporations;Health Care;Income;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT_Tammy_Baldwin.jpg
2017-03-12,Half True,Mick Mulvaney,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mulvaney_mug.jpg
2017-03-12,Half True,Mick Mulvaney,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mulvaney_mug.jpg
2017-01-20,Mostly True,Caleb Rowden,Republican,Health Care;Medicaid;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/caleb_rowden.jpg
2017-02-27,True,Donna Howard,Democrat,Health Care;Sexuality;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/howard.jpg
2017-03-09,False,Scott Pruitt,Republican,Climate Change;Energy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/pruitt_hs.jpg
2017-03-09,False,Scott Pruitt,Republican,Climate Change;Energy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/pruitt_hs.jpg
2017-03-07,Mostly True,Gavin Newsom,Democrat,Health Care;Technology;The 2018 California Governor's Race,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/0506-gavin-newsome-p_1.jpg
2017-02-13,Mostly False,Tony Evers,Democrat,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Tony_Evers__PFACT.jpg
2017-02-15,Pants on Fire,Bruce Rauner,Republican,State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Governor_Headshot.jpg
2017-03-07,No Flip,Bill Nelson,Democrat,Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GYI_100490231_BILL_NELSON.JPG
2017-03-05,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-03-07,Mostly False,Greg Walden,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Greg_Walden.jpg
2017-03-07,Mostly False,Greg Walden,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Greg_Walden.jpg
2017-03-07,True,Rick Scott,Republican,Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2017-02-13,Half True,Bill de Blasio,Democrat,Economy;Labor,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/De_Blasio_Thumbnail.jpg
2017-03-05,True,Nancy  Pelosi,Democrat,Children;Taxes,https://s3.amazonaws.com/static.politifact.com/mugs/mug-nancypelosi.jpg
2017-03-03,Mostly True,Mark Pocan,Democrat,Elections;Ethics;Foreign Policy;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mark_Pocan.jpg
2017-03-03,Mostly True,Mark Pocan,Democrat,Elections;Ethics;Foreign Policy;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mark_Pocan.jpg
2017-03-06,True,Dan Forest,Republican,Economy;Gays and Lesbians;Jobs;State Finances;States,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Dan-Forest-NC_1.jpg
2017-03-06,Mostly True,Social  Media,None,Abortion;Education;Environment;Foreign Policy;Health Care;Immigration;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/socialmedia3.jpeg
2017-03-07,Mostly False,Donald Trump,Republican,Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-03-07,Mostly False,Donald Trump,Republican,Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-03-01,Pants on Fire, UndergroundNewsReport.com,None,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mug-independentgroup__________________3.jpg
2017-03-02,Pants on Fire, Resistance Report,Organization,Civil Rights;Crime;Polls and Public Opinion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/mugs_mug-independentgroup__________________.jpg
2017-02-28,Pants on Fire, UndergroundNewsReport.com,None,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mug-independentgroup__________________3.jpg
2015-12-08,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2016-02-15,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-21,Half True,Jeff Stone,Republican,Crime;Criminal Justice,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jeff_Stone_mug_2.jpg
2017-02-21,Half True,Jeff Stone,Republican,Crime;Criminal Justice,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jeff_Stone_mug_2.jpg
2017-03-05,False,Sarah  Huckabee Sanders,Republican,Homeland Security,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Screen_Shot_2018-08-15_at_10.26.40_AM.png
2017-03-01,True,Sean Ryan,Democrat,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/SeanRyan_Thumbnail.jpg
2017-02-26,Pants on Fire, TheSeattleTribune.com,None,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mug-independentgroup__________________3.jpg
2017-03-02,Mostly False,Shenggen Fan,None,Food;Foreign Policy;Hunger,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Fan_mug.jpg
2017-02-24,Half True,Kathleen Vinehout,Democrat,Children;Education;Infrastructure;Public Safety;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Sen._Kathleen_Vinehout_PFACT.jpg
2017-02-24,Half True,Kathleen Vinehout,Democrat,Children;Education;Infrastructure;Public Safety;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Sen._Kathleen_Vinehout_PFACT.jpg
2017-03-02,False,Claire McCaskill,Democrat,Foreign Policy;Homeland Security,https://s3.amazonaws.com/static.politifact.com/mugs/McCaskill_.jpg
2017-03-02,False,Claire McCaskill,Democrat,Foreign Policy;Homeland Security,https://s3.amazonaws.com/static.politifact.com/mugs/McCaskill_.jpg
2016-11-14,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2016-11-14,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-27,Pants on Fire, BlackInsuranceNews.com,None,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mug-independentgroup__________________3.jpg
2017-02-28,Mostly False,Donald Trump,Republican,Homeland Security;Immigration;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-02-28,Half True,Donald Trump,Republican,Trade,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-02-28,False, Citizen Action of Wisconsin,Organization,Civil Rights;Health Care;Polls and Public Opinion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/mugs_mug-independentgroup__________________.jpg
2017-01-20,Mostly True,Kip Kendrick,Democrat,Regulation;State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Kip_Kendrick_mug.jpg
2017-01-20,Mostly True,Kip Kendrick,Democrat,Regulation;State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Kip_Kendrick_mug.jpg
2017-03-01,False, Bloggers,None,Congress,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-17,Mostly True,Boris Johnson,None,Poverty,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/boris_mug_shot.jpg
2017-02-17,Mostly True,Boris Johnson,None,Poverty,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/boris_mug_shot.jpg
2017-02-06,False,Greg Abbott,Republican,Crime;Criminal Justice;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/abbottmugnew16pft.jpg
2017-02-28,Mostly False,Donald Trump,Republican,Federal Budget;History;Military,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-02-20,Mostly True,Kathleen Vinehout,Democrat,Government Efficiency;Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Sen._Kathleen_Vinehout_PFACT.jpg
2017-02-28,Half True,Donald Trump,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-02-14,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-24,True,Gavin Newsom,Democrat,Drugs;Marijuana;States;The 2018 California Governor's Race,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/0506-gavin-newsome-p_1.jpg
2017-02-24,True,Gavin Newsom,Democrat,Drugs;Marijuana;States;The 2018 California Governor's Race,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/0506-gavin-newsome-p_1.jpg
2017-02-21,False,Louie Gohmert,Republican,Congress,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/gohmert2008.jpeg
2017-02-16,False, Restore American Freedom and Liberty,Organization,Children;Education;Gays and Lesbians;Government regulation;Sexuality,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/mugs_mug-independentgroup__________________.jpg
2017-02-26,Mostly False,Thomas Perez,Democrat,Income;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Tom_Perez_mug.jpg
2017-02-26,Mostly False,Thomas Perez,Democrat,Income;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Tom_Perez_mug.jpg
2017-02-16,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-16,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-22,Half True,Thomas Perez,Democrat,Corrections and Updates;Elections;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Tom_Perez_mug.jpg
2017-02-19,Mostly False,"Reps.  Keith Rothfus, Mike Kelly and Bill Shuster",Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rothfuskellyshuster.jpg
2017-01-17,Mostly False,Eric  Greitens,Republican,Education;Science,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Greitens_mug.jpg
2017-01-31,Mostly True,Greg Abbott,Republican,Economy;States,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/abbottmugnew16pft.jpg
2017-02-16,Mostly True,Kamala Harris,Democrat,Crime;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Kamala_Harris_AP_mug.jpg
2017-01-24,Pants on Fire,Sean Duffy,Republican,Abortion;Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Duffy_Sean.jpg
2017-02-15,True,Richard Durbin,Democrat,Guns,https://s3.amazonaws.com/static.politifact.com/mugs/Durbin.JPG
2017-02-16,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-11,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-11,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-17,False,David A. Clarke Jr.,Activist,Elections;Patriotism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/David_Clarke_pfact_mug.jpg
2017-02-20,Mostly True,Carl Bildt,None,Crime,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Screen_Shot_2017-02-22_at_1.40.43_PM.png
2017-02-17,True, Bono,None,Education;Income;Women,https://s3.amazonaws.com/static.politifact.com/mugs/Bono2__.JPG
2017-02-10,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-11,Half True,Roy Blunt,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Blunt_mug.jpg
2017-02-07,Mostly False,Rick Scott,Republican,Jobs;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2017-02-02,Full Flop,Tammy Baldwin,Democrat,Legal Issues;Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT_Tammy_Baldwin.jpg
2017-02-19,Half True,Anthony Tata,Republican,Economy;Foreign Policy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/tata_headshot.png
2017-02-20,Mostly False, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-03,False, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-12,Half True,Richard Corcoran,Republican,Crime;Guns,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/corcoran.jpg
2017-02-08,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-08,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-13,Half True,Robert Menendez,Democrat,Homeland Security;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/menendez.jpg
2017-02-13,Half True,Robert Menendez,Democrat,Homeland Security;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/menendez.jpg
2017-02-15,Mostly True,Bob Corker,Republican,Foreign Policy;Human Rights;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Corker.jpg
2017-01-30,Mostly True,Gordon Hintz,Democrat,Agriculture;Income;Jobs;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Gordon_Hintz_Pfact_mug.jpg
2017-01-30,Mostly True,Gordon Hintz,Democrat,Agriculture;Income;Jobs;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Gordon_Hintz_Pfact_mug.jpg
2016-12-31,True,Bruce Rauner,Republican,Pensions,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Governor_Headshot.jpg
2017-02-14,Pants on Fire,Dan Forest,Republican,Crime;Criminal Justice;Gays and Lesbians;Privacy;Public Safety;States,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Dan-Forest-NC_1.jpg
2017-02-07,True,Andrew Cuomo,Democrat,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Cuomo_mug.jpg
2017-02-16,Mostly True,Donald Trump,Republican,Economy;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-02-16,Mostly False,Donald Trump,Republican,Congress;Polls and Public Opinion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-02-16,Mostly False,Donald Trump,Republican,Congress;Polls and Public Opinion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-02-16,Full Flop,Donald Trump,Republican,Homeland Security,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-02-13,Mostly False,Travis Allen,Republican,Infrastructure;State Budget;State Finances;The 2018 California Governor's Race;Water,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Travis_Allen_Mug.jpg
2017-02-04,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-11,Pants on Fire, Liberal Blogger,None,Congress;Fake news;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/silhouettes_2.jpg
2017-02-11,Pants on Fire, Liberal Blogger,None,Congress;Fake news;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/silhouettes_2.jpg
2017-02-02,Full Flop,Lowell Holtz,None,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT__Holtz.jpg
2017-02-02,Full Flop,John Humphries,None,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT_John_Humphries_1.jpg
2017-02-13,Mostly True,Bernie Sanders,Independent,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bernie_Sanders.jpg
2017-02-13,Mostly True,Bernie Sanders,Independent,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bernie_Sanders.jpg
2017-02-12,Mostly False,Stephen  Miller,Republican,Foreign Policy;Immigration;Legal Issues;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/millermug.jpg
2017-02-05,False,World Food Program,None,Agriculture;Climate Change;Food,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/WFP.jpg
2017-02-07,Mostly True,Tom Cotton,Republican,Economy;Immigration;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Tom_Cotton_mug.jpg
2017-02-03,Mostly True,Ron Johnson,Republican,Homeland Security;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Ron_Johnson_Pfact_mug_1.jpg
2017-02-12,Mostly True,Donald Trump,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-02-12,Mostly True,Donald Trump,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-02-12,Pants on Fire,Stephen  Miller,Republican,Elections,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/millermug.jpg
2017-02-12,False,Donald Trump,Republican,Pop Culture,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-30,Mostly True,Martin Golden,Republican,Crime;Criminal Justice,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Martin_Golden_thumbnail.png
2017-01-12,Mostly True,John Patrick,Democrat,Food;Poverty;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/johnpatrick020917pft.jpg
2017-02-09,False,Sean Hannity,None,Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Hannity.jpg
2017-02-08,False,Dawn Buckingham,Republican,Crime;Criminal Justice;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/dawnb2pft.jpg
2017-01-30,True,Byron Brown,Democrat,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Byron_Brown_Thumbnail.png
2017-01-09,Mostly True,Danielle Nierenberg,None,Agriculture;Food;Poverty,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/danielle_nierenberg.JPG
2017-01-09,Mostly True,Danielle Nierenberg,None,Agriculture;Food;Poverty,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/danielle_nierenberg.JPG
2017-02-01,Half True,Richard Durbin,Democrat,Supreme Court,https://s3.amazonaws.com/static.politifact.com/mugs/Durbin.JPG
2017-02-05,Half True,Bernie Sanders,Independent,Congress;Congressional Rules;Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bernie_Sanders.jpg
2017-02-05,Half True,Bernie Sanders,Independent,Congress;Congressional Rules;Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bernie_Sanders.jpg
2017-02-06,Half True,Richard Corcoran,Republican,State Budget;Tourism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/corcoran.jpg
2017-01-30,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-02-08,Pants on Fire, True Pundit,None,Diversity;History,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/True_pundit_logo.jpg
2017-01-30,Pants on Fire, Bloggers,None,Fake news;Foreign Policy;Immigration,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-30,Pants on Fire, Bloggers,None,Fake news;Foreign Policy;Immigration,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-25,Half True,Paul Ryan,Republican,Foreign Policy;Taxes;Trade,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_WX201_HOUSE_2016_PRIMARI.jpg
2017-02-01,Mostly False,Social  Media,None,Federal Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/socialmedia3.jpeg
2017-02-02,True,Sherrod Brown,Democrat,Energy;Foreign Policy;Transparency,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-sherrod-brown2.jpg
2017-02-02,True,Sherrod Brown,Democrat,Energy;Foreign Policy;Transparency,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-sherrod-brown2.jpg
2017-01-17,Mostly False,Chad Mayes,Republican,Housing,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Chad_Mayes_mug_2.jpg
2017-01-17,Mostly False,Chad Mayes,Republican,Housing,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Chad_Mayes_mug_2.jpg
2017-01-06,Mostly False,Tammy Baldwin,Democrat,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT_Tammy_Baldwin.jpg
2017-02-06,Mostly False,Donald Trump,Republican,Military,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-31,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-31,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-31,Mostly False,Seth Moulton,Democrat,Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/sethmoultonheadshot.png
2017-01-29,Half True,Reince Priebus,Republican,Foreign Policy;Immigration;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Reince_Priebus_Pfact_mug.jpg
2017-01-29,Half True,Reince Priebus,Republican,Foreign Policy;Immigration;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Reince_Priebus_Pfact_mug.jpg
2017-02-06,Pants on Fire,Donald Trump,Republican,Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-02-05,False,Donald Trump,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-12,Mostly False,John Humphries,None,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT_John_Humphries_1.jpg
2017-01-12,Mostly False,John Humphries,None,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT_John_Humphries_1.jpg
2016-12-06,Mostly False,Texas Association of Business,None,Crime;Criminal Justice;Economy;Sexuality,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/tabpft.jpg
2017-02-01,True,Mitch McConnell,Republican,Bipartisanship;Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/mcconnell.jpg
2017-02-02,False,Kellyanne Conway,Republican,Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Conway_mug.jpg
2017-01-26,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-26,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-05,Mostly True,Paul Ryan,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_WX201_HOUSE_2016_PRIMARI.jpg
2017-01-29,True,Keith Ellison,Democrat,Homeland Security;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/abc_keith_ellison_this_week_jt_130210_wblog.jpg
2017-01-27,Mostly True,Marco Rubio,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Marco_Rubio.jpg
2017-01-27,Mostly True,Marco Rubio,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Marco_Rubio.jpg
2017-02-01,Half True,Donald Trump,Republican,Homeland Security;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-01-25,Half True,Roy Cooper,Democrat,Education;Government regulation;State Budget;Transparency,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GovRoyCooperPF.JPG
2017-01-31,Mostly False,Nancy  Pelosi,Democrat,Crime;Criminal Justice;Guns;Supreme Court,https://s3.amazonaws.com/static.politifact.com/mugs/mug-nancypelosi.jpg
2016-07-17,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-01-31,Mostly False,Nancy  Pelosi,Democrat,Campaign Finance;Financial Regulation,https://s3.amazonaws.com/static.politifact.com/mugs/mug-nancypelosi.jpg
2017-01-31,Mostly False,Nancy  Pelosi,Democrat,Campaign Finance;Financial Regulation,https://s3.amazonaws.com/static.politifact.com/mugs/mug-nancypelosi.jpg
2017-01-18,True,Rob Portman,Republican,Foreign Policy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rob-Portman-official-portrait.jpg
2017-01-27,Mostly True,Ted Lieu,Democrat,Immigration;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Ted_Lieu_mug_2.jpg
2017-01-18,Mostly False,John McCain,Republican,Foreign Policy;Homeland Security;Terrorism,https://s3.amazonaws.com/static.politifact.com/mugs/mug-johnmccain.jpg
2017-01-18,Mostly False,John McCain,Republican,Foreign Policy;Homeland Security;Terrorism,https://s3.amazonaws.com/static.politifact.com/mugs/mug-johnmccain.jpg
2017-01-27,Mostly True,Joni Ernst,Republican,Abortion;Federal Budget;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Ernst_mug.jpg
