Date,Label,Speaker,Political Party,Subject,Photo
2018-04-26,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-09-26,Mostly False,Tony Evers,Democrat,Criminal Justice;Legal Issues;Public Safety,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Tony_Evers__PFACT.jpg
2018-09-10,Mostly False, Missouri GOP,Republican,Candidate Biography,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/MO_GOP_logo.jpg
2018-10-22,Pants on Fire,Peter Roskam,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/peter-roskam.jpg
2018-10-23,Half True,Kathy Manning,Democrat,Campaign Finance;Corporations;Elections;Transparency,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Manning.png
2018-10-23,True,Marc Molinaro,Republican,State government spending ,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/molinaro_thumbnail.png
2018-10-22,False,George Holding,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GeorgeHolding.jpg
2018-10-23,Mostly False,Ted Budd,Republican,Campaign Finance,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Budd.jpg
2018-10-22,Half True,Tammy Baldwin,Democrat,Corporations;Income;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT_Tammy_Baldwin.jpg
2018-10-24,False, National Republican Senatorial Committee,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/mugs/Logo_NRC_Elephant_.jpg
2018-10-22,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-25,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-21,False, Bloggers,None,Corrections and Updates;Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-09-10,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-22,False, Bloggers,None,Fake news;Immigration,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-19,Mostly False,Leah Vukmir,Republican,Health Care;Medicare;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT_Leah_Vukmir.jpg
2018-10-11,Mostly False,Marsha Blackburn,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Marsha-Blackburn.jpg
2018-10-22,Mostly False,Donald Trump,Republican,Crime;Criminal Justice;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2018-10-24,False,Donald Trump,Republican,History;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2018-10-22,Half True, Democratic Congressional Campaign Committee,Democrat,Party Support,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mugs_mug-dnc_.jpg
2018-10-22,False, Bloggers,None,Fake news;Foreign Policy;Homeland Security;Human Rights;Immigration,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-16,Half True,Don  Bacon,Republican,Deficit;Federal Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Don-Bacon_Mug.jpg
2018-10-22,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-24,False,Alex Jones,Talk show host,Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/alexjonesmug.jpg
2018-09-10,True,Claire McCaskill,Democrat,Campaign Finance,https://s3.amazonaws.com/static.politifact.com/mugs/McCaskill_.jpg
2018-09-25,Mostly False,Josh Hawley,Republican,Campaign Finance,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Josh_Hawley.png
2018-10-18,Pants on Fire, worldnewsdailyreport.com,None,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mug-independentgroup__________________3.jpg
2018-10-21,Half True, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-11,Pants on Fire, Bloggers,None,Fake news;Health Care;Public Health,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-24,Half True,Andrew Gillum,Democrat,Candidate Biography,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/gillummug.jpg
2018-10-09,Mostly False,Scott Walker,Republican,Gas Prices;Taxes;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2018-10-16,Pants on Fire, Future45,Republican,Elections;Immigration;Medicare;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/future45.jpg
2018-10-22,False, Viral image,None,Homeland Security;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Success-Kid.jpg
2018-10-18,Pants on Fire, Bloggers,None,Debt;Marijuana,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-10-07,False, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-08,Mostly False, Democratic Congressional Campaign Committee,Democrat,Military;Veterans,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mugs_mug-dnc_.jpg
2018-10-12,Half True,Donald Trump,Republican,Economy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2017-10-11,False, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-08-27,True,Jim Justice,Republican,Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Screen_Shot_2018-09-11_at_4.17.04_PM.png
2018-10-05,Mostly False,Maine Democratic Party,Organization,Medicare;Social Security,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Maine-Democratic-Party.jpg
2018-10-12,Pants on Fire,Donald Trump,Republican,Congressional Rules;Health Care;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2018-10-22,False, Bloggers,None,Environment;Immigration,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-20,Pants on Fire,Donald Trump,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2018-10-20,Pants on Fire,Donald Trump,Republican,Foreign Policy;Jobs;Trade,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2018-10-23,False, North Carolina Republican Party,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/mug-rnc___.jpg
2018-10-23,False,Sydney Batch,Democrat,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/SydneyBatchPFmug.jpg
2017-10-07,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-08-23,True,Joe Manchin,Democrat,Energy;Health Care;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Manchin.jpg
2018-09-29,True,Donald Trump,Republican,Diversity;Poverty,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2018-10-12,True, VoteVets.org,None,Health Care;Legal Issues,https://s3.amazonaws.com/static.politifact.com/mugs/mug-independentgroup_______________.jpg
2018-10-23,False,Ted Budd,Republican,Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Budd.jpg
2018-10-15,Half True, Occupy Democrats,Organization,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Occupy_Democrats_official.jpg
2018-10-18,Mostly False,Kevin Cramer,Republican,Automatic Voter Registration ;Elections,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Screen_Shot_2018-05-10_at_10.14.57_AM.png
2018-08-23,Mostly True,Chaz Beasley,Democrat,Government Efficiency,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Beasley_Crop.jpg
2018-10-19,Mostly False,Jeff Sessions,Republican,Guns,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/sessions_1.jpg
2018-10-11,False,Dave Brat,Republican,Health Care;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/BRAT.JPG
2018-10-09,Half True,Kathy Manning,Democrat,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Manning.png
2018-10-12,Mostly False,Lizzie Pannill Fletcher,Democrat,Natural Disasters ;Space;Voting Record,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Lizzie_Pannill_Fletcher_for_Main_Art.jpg
2018-10-20,Pants on Fire,Donald Trump,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2018-10-09,Mostly False,Tony Evers,Democrat,Health Care;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Tony_Evers__PFACT.jpg
2018-09-25,False,Mimi  Walters,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Walters-mug.png
2016-10-09,False, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2017-12-12,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-17,True,Dan McCready,Democrat,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Screen_Shot_2018-10-22_at_9.26.35_AM.png
2018-10-16,Mostly False,Ted Cruz,Republican,Energy;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/CRUZPFTNEW.jpg
2018-10-16,Half True,Democratic  Senatorial Campaign Committee,Democrat,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/DSCC_logo.jpg
2018-10-16,True,Andrew Cuomo,Democrat,Criminal Justice;Voting Record,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Cuomo_mug.jpg
2018-10-17,Mostly False, Florida Strong,None,City Government;Crime,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mug-independentgroup__________________3_1.jpg
2018-10-11,Mostly False,Paul Davis,Democrat,Campaign Finance;Negative Campaigning,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Davis-mug.jpg
2018-10-12,False, Defending Main Street,Organization,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/DMS.PNG
2018-10-02,False, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-04,Half True,Arizona Democratic Party,Democrat,Health Care;Women,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/bloggers.jpg
2018-10-11,Mostly False, Senate Leadership Fund,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/SLF.PNG
2018-10-16,Half True,Ted Cruz,Republican,Federal Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/CRUZPFTNEW.jpg
2018-10-16,True,Beto O'Rourke,Democrat,Bipartisanship;Corrections and Updates;Voting Record,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/neworourkemug0317.jpg
2018-10-16,Half True,Donald Trump,Republican,Ethics,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_TRUMP_CAMPAIGN_5.jpg
2018-10-18,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-11,False,Scott Wagner,Republican,Economy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Screen_Shot_2017-03-31_at_10.52.16_AM.png
2018-10-10,Mostly True,Tony Evers,Democrat,Health Care;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Tony_Evers__PFACT.jpg
2018-09-26,Half True,Andrew Gillum,Democrat,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/gillummug.jpg
2018-09-26,Half True,Andrew Gillum,Democrat,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/gillummug.jpg
2018-09-27,Half True,George Holding,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GeorgeHolding.jpg
2018-10-15,Pants on Fire, worldnewsdailyreport.com,None,Corrections and Updates;Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mug-independentgroup__________________3.jpg
2018-09-28,Mostly False,JD Wooten,Democrat,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/JDWooten.jpg
2018-10-16,Half True, Senate Leadership Fund,Republican,Candidate Biography;Corrections and Updates,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/SLF.PNG
2018-10-18,False, Congressional Leadership Fund,Republican,Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/CLF.jpg
2018-10-09,Mostly False, Bloggers,None,Elections,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-09-10,True, Democratic Party of Wisconsin,Democrat,Trade;Voting Record,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Dem-donkey.jpg
2018-10-01,Half True,Alexander Strenger,None,Animals;City Government;Environment;Water,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/strengerpicpft.jpg
2018-10-15,False,Marco Rubio,Republican,City Government;Natural Disasters ,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Marco_Rubio.jpg
2018-09-30,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-09,Half True, House Majority PAC,Democrat,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Housemajoritypac.jpg
2018-10-09,Mostly True, House Majority PAC,Democrat,Voting Record,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Housemajoritypac.jpg
2018-10-14,Mostly True,Andrea Mitchell,None,Congress,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/0523_wharton_630x420.jpg
2018-10-09,Half True, Washington State Democratic Party,Democrat,Abortion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/WADems_Circle_alpha.png
2018-09-30,Half True,Andrew Gillum,Democrat,Economy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/gillummug.jpg
2018-09-30,Pants on Fire,Andrew Gillum,Democrat,Economy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/gillummug.jpg
2018-10-10,False,Chris Collins,Republican,Trade,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Chris_Collins_Thumbnail.jpg
2018-10-11,Half True,Kanye West,None,Income;Jobs;State government spending ;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Kanye.jpg
2018-10-10,False, Republican Party of Florida,Republican,City Government;Crime,https://s3.amazonaws.com/static.politifact.com/mugs/mug-rnc___.jpg
2018-10-10,Half True, National Taxpayers Union,None,Taxes;Trade,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/ntu_mug_.jpg
2018-10-09,False,Stephen Carter,Democrat,Legal Issues;Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Carter_1.jpg
2018-09-20,Half True,Scott Walker,Republican,Agriculture;Education;Income;State Budget;Taxes;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2018-09-16,False,Joe Manchin,Democrat,Population;Veterans,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Manchin.jpg
2018-08-14,True,David McKinley,Republican,State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/McKinley_mug.jpg
2018-10-09,Mostly False, National Republican Congressional Committee,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/mugs/Logo_NRC_Elephant.jpg
2018-09-14,False,Joe Manchin,Democrat,Education;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Manchin.jpg
2018-10-06,Mostly False,Jeff Bartos,Republican,Death Penalty,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jeffbartos-campaign-1024x577.jpg
2018-10-07,Pants on Fire,Joshua Feuerstein,Republican,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Feuerstein.jpg
2018-09-28,Half True,Abigail Spanberger,Democrat,Health Care;Voting Record,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/ASFC_portrait_B-1024x683.jpg
2018-10-05,Half True, Democratic Congressional Campaign Committee,Democrat,Small Business,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mugs_mug-dnc_.jpg
2018-09-27,Half True, VoteVets.org,None,Health Care,https://s3.amazonaws.com/static.politifact.com/mugs/mug-independentgroup_______________.jpg
2018-10-08,Mostly True,Joe Donnelly,Democrat,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/220px-Joedonnelly.jpg
2018-09-28,Pants on Fire, Bloggers,None,Fake news,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2018-10-04,Mostly False, Republican Party of Florida,Republican,City Government;Natural Disasters ,https://s3.amazonaws.com/static.politifact.com/mugs/mug-rnc___.jpg
2018-10-08,Mostly True,Gavin Newsom,Democrat,Crime;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/0506-gavin-newsome-p_1.jpg
2018-09-10,Half True,With Honor,Organization,Families;Military;Veterans,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/WithHonor.jpg
2018-10-07,Mostly True,Taylor Swift,None,Elections;Gays and Lesbians;Women,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/taylor_swift_mug.jpg
2018-10-03,Half True,Tom Malinowski,Democrat,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Malinowski_for_Django.jpg
2018-10-08,Half True,John Cox,Republican,City Government;Homeless;Housing,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/John_Cox_mug_1.jpg
2018-10-08,Pants on Fire, Viral image,None,Fake news,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Success-Kid.jpg
2018-09-20,Half True,Tammy Baldwin,Democrat,Corporations;Health Care;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFACT_Tammy_Baldwin.jpg
